tech_id,体系,一级,二级,三级,层级类型,别名,标准路径
TECH_DIG_APP_020,digital,数字医疗与AI,临床与患者应用,去中心化临床试验DCT,医疗信息系统层,decentralized clinical trials; DCT,数字医疗 > 临床与患者应用 > 去中心化临床试验DCT
TECH_DIG_APP_021,digital,数字医疗与AI,临床与患者应用,真实世界研究平台RWE/RWD,医疗信息系统层,real-world evidence/data platform,数字医疗 > 临床与患者应用 > 真实世界研究平台RWE/RWD
TECH_AI_DRUG_001,ai,数字医疗与AI,AI制药-分子层,小分子虚拟筛选,算法与模型层,virtual screening; docking-based screening,计算与AI > AI制药-分子层 > 小分子虚拟筛选
TECH_AI_DRUG_002,ai,数字医疗与AI,AI制药-分子层,结构基础药物设计SBDD,算法与模型层,structure-based drug design; SBDD,计算与AI > AI制药-分子层 > 结构基础药物设计SBDD
TECH_AI_DRUG_003,ai,数字医疗与AI,AI制药-分子层,配体基础药物设计LBDD,算法与模型层,ligand-based drug design; LBDD,计算与AI > AI制药-分子层 > 配体基础药物设计LBDD
TECH_AI_DRUG_004,ai,数字医疗与AI,AI制药-分子层,分子生成模型(扩散/Flow),算法与模型层,molecular generative model; diffusion; flow matching,计算与AI > AI制药-分子层 > 分子生成模型(扩散/Flow)
TECH_AI_DRUG_005,ai,数字医疗与AI,AI制药-分子层,分子生成模型(VAE/GAN),算法与模型层,VAE; GAN for molecule generation,计算与AI > AI制药-分子层 > 分子生成模型(VAE/GAN)
TECH_AI_DRUG_006,ai,数字医疗与AI,AI制药-分子层,多目标优化(活性/ADMET/合成),算法与模型层,multi-objective optimization; activity ADMET synth,计算与AI > AI制药-分子层 > 多目标优化(活性/ADMET/合成)
TECH_AI_DRUG_007,ai,数字医疗与AI,AI制药-分子层,ADMET预测,算法与模型层,ADMET prediction,计算与AI > AI制药-分子层 > ADMET预测
TECH_AI_DRUG_008,ai,数字医疗与AI,AI制药-分子层,毒性预测,算法与模型层,toxicity prediction,计算与AI > AI制药-分子层 > 毒性预测
TECH_AI_DRUG_009,ai,数字医疗与AI,AI制药-分子层,溶解度/渗透性预测,算法与模型层,solubility; permeability prediction,计算与AI > AI制药-分子层 > 溶解度/渗透性预测
TECH_AI_DRUG_010,ai,数字医疗与AI,AI制药-分子层,蛋白-配体亲和力预测,算法与模型层,binding affinity prediction,计算与AI > AI制药-分子层 > 蛋白-配体亲和力预测
TECH_AI_DRUG_011,ai,数字医疗与AI,AI制药-分子层,反应路径预测,算法与模型层,reaction prediction,计算与AI > AI制药-分子层 > 反应路径预测
TECH_AI_DRUG_012,ai,数字医疗与AI,AI制药-分子层,逆合成规划,算法与模型层,retrosynthesis planning,计算与AI > AI制药-分子层 > 逆合成规划
TECH_AI_DRUG_013,ai,数字医疗与AI,AI制药-分子层,可合成性评分/合成可行性,算法与模型层,synthetic accessibility; feasibility scoring,计算与AI > AI制药-分子层 > 可合成性评分/合成可行性
TECH_AI_DRUG_014,ai,数字医疗与AI,AI制药-分子层,分子动力学模拟MD,算法与模型层,molecular dynamics; MD simulation,计算与AI > AI制药-分子层 > 分子动力学模拟MD
TECH_AI_DRUG_015,ai,数字医疗与AI,AI制药-分子层,自由能计算FEP,算法与模型层,free energy perturbation; FEP,计算与AI > AI制药-分子层 > 自由能计算FEP
TECH_AI_DRUG_016,ai,数字医疗与AI,AI制药-分子层,量子化学计算DFT,算法与模型层,density functional theory; DFT,计算与AI > AI制药-分子层 > 量子化学计算DFT
TECH_AI_PROT_001,ai,数字医疗与AI,AI制药-蛋白层,蛋白结构预测,算法与模型层,protein structure prediction,计算与AI > AI制药-蛋白层 > 蛋白结构预测
TECH_AI_PROT_002,ai,数字医疗与AI,AI制药-蛋白层,蛋白序列生成,算法与模型层,protein sequence generation,计算与AI > AI制药-蛋白层 > 蛋白序列生成
TECH_AI_PROT_003,ai,数字医疗与AI,AI制药-蛋白层,蛋白功能注释,算法与模型层,protein function annotation,计算与AI > AI制药-蛋白层 > 蛋白功能注释
TECH_AI_PROT_004,ai,数字医疗与AI,AI制药-蛋白层,蛋白-蛋白相互作用预测PPI,算法与模型层,protein-protein interaction; PPI prediction,计算与AI > AI制药-蛋白层 > 蛋白-蛋白相互作用预测PPI
TECH_AI_PROT_005,ai,数字医疗与AI,AI制药-蛋白层,蛋白-核酸相互作用预测,算法与模型层,protein-nucleic acid interaction prediction,计算与AI > AI制药-蛋白层 > 蛋白-核酸相互作用预测
TECH_AI_PROT_006,ai,数字医疗与AI,AI制药-蛋白层,抗体序列设计,算法与模型层,antibody sequence design,计算与AI > AI制药-蛋白层 > 抗体序列设计
TECH_AI_PROT_007,ai,数字医疗与AI,AI制药-蛋白层,抗体可开发性评估,算法与模型层,developability assessment,计算与AI > AI制药-蛋白层 > 抗体可开发性评估
TECH_AI_PROT_008,ai,数字医疗与AI,AI制药-蛋白层,抗体亲和力成熟,算法与模型层,affinity maturation,计算与AI > AI制药-蛋白层 > 抗体亲和力成熟
TECH_AI_PROT_009,ai,数字医疗与AI,AI制药-蛋白层,抗体构象建模/对接,算法与模型层,antibody modeling; docking,计算与AI > AI制药-蛋白层 > 抗体构象建模/对接
TECH_AI_PROT_010,ai,数字医疗与AI,AI制药-蛋白层,蛋白稳定性/聚集预测,算法与模型层,protein stability; aggregation prediction,计算与AI > AI制药-蛋白层 > 蛋白稳定性/聚集预测
TECH_AI_PROT_011,ai,数字医疗与AI,AI制药-蛋白层,蛋白工程位点设计,算法与模型层,protein engineering site design,计算与AI > AI制药-蛋白层 > 蛋白工程位点设计
TECH_AI_PROT_012,ai,数字医疗与AI,AI制药-蛋白层,酶工程与定向进化设计,算法与模型层,enzyme engineering; directed evolution design,计算与AI > AI制药-蛋白层 > 酶工程与定向进化设计
TECH_AI_OMICS_001,ai,数字医疗与AI,多组学与生物信息,单细胞数据分析,算法与模型层,single-cell analysis,计算与AI > 多组学与生物信息 > 单细胞数据分析
TECH_AI_OMICS_002,ai,数字医疗与AI,多组学与生物信息,空间组学分析,算法与模型层,spatial omics analysis,计算与AI > 多组学与生物信息 > 空间组学分析
TECH_AI_OMICS_003,ai,数字医疗与AI,多组学与生物信息,多组学整合,算法与模型层,multi-omics integration,计算与AI > 多组学与生物信息 > 多组学整合
TECH_AI_OMICS_004,ai,数字医疗与AI,多组学与生物信息,差异表达与通路富集,算法与模型层,DEG; pathway enrichment,计算与AI > 多组学与生物信息 > 差异表达与通路富集
TECH_AI_OMICS_005,ai,数字医疗与AI,多组学与生物信息,网络生物学/调控网络,算法与模型层,network biology; regulatory network,计算与AI > 多组学与生物信息 > 网络生物学/调控网络
TECH_AI_OMICS_006,ai,数字医疗与AI,多组学与生物信息,变异检测/基因分型,算法与模型层,variant calling; genotyping,计算与AI > 多组学与生物信息 > 变异检测/基因分型
TECH_AI_OMICS_007,ai,数字医疗与AI,多组学与生物信息,基因表达去卷积,算法与模型层,deconvolution,计算与AI > 多组学与生物信息 > 基因表达去卷积
TECH_AI_OMICS_008,ai,数字医疗与AI,多组学与生物信息,表型-基因关联,算法与模型层,genotype-phenotype association,计算与AI > 多组学与生物信息 > 表型-基因关联
TECH_AI_OMICS_009,ai,数字医疗与AI,多组学与生物信息,GWAS/PRS风险评分,算法与模型层,GWAS; polygenic risk score; PRS,计算与AI > 多组学与生物信息 > GWAS/PRS风险评分
TECH_AI_OMICS_010,ai,数字医疗与AI,多组学与生物信息,蛋白质组定量与识别,算法与模型层,proteomics quantification; identification,计算与AI > 多组学与生物信息 > 蛋白质组定量与识别
TECH_AI_OMICS_011,ai,数字医疗与AI,多组学与生物信息,代谢组峰识别与注释,算法与模型层,metabolomics peak picking; annotation,计算与AI > 多组学与生物信息 > 代谢组峰识别与注释
TECH_AI_KG_001,ai,数字医疗与AI,知识图谱与RAG,药物-靶点-疾病知识图谱,语义与知识层,drug-target-disease knowledge graph,计算与AI > 知识图谱与RAG > 药物-靶点-疾病知识图谱
TECH_AI_KG_002,ai,数字医疗与AI,知识图谱与RAG,临床指南/路径知识图谱,语义与知识层,clinical guideline knowledge graph,计算与AI > 知识图谱与RAG > 临床指南/路径知识图谱
TECH_AI_KG_003,ai,数字医疗与AI,知识图谱与RAG,科研文献知识图谱,语义与知识层,literature knowledge graph,计算与AI > 知识图谱与RAG > 科研文献知识图谱
TECH_AI_KG_004,ai,数字医疗与AI,知识图谱与RAG,企业/专利/投融资知识图谱,语义与知识层,industry knowledge graph,计算与AI > 知识图谱与RAG > 企业/专利/投融资知识图谱
TECH_AI_KG_005,ai,数字医疗与AI,知识图谱与RAG,本体构建与对齐(OWL/RDF),语义与知识层,ontology; OWL; RDF alignment,计算与AI > 知识图谱与RAG > 本体构建与对齐(OWL/RDF)
TECH_AI_KG_006,ai,数字医疗与AI,知识图谱与RAG,实体识别NER,语义与知识层,named entity recognition; NER,计算与AI > 知识图谱与RAG > 实体识别NER
TECH_AI_KG_007,ai,数字医疗与AI,知识图谱与RAG,关系抽取RE,语义与知识层,relation extraction; RE,计算与AI > 知识图谱与RAG > 关系抽取RE
TECH_AI_KG_008,ai,数字医疗与AI,知识图谱与RAG,事件抽取/事件时间线,语义与知识层,event extraction; timeline,计算与AI > 知识图谱与RAG > 事件抽取/事件时间线
TECH_AI_KG_009,ai,数字医疗与AI,知识图谱与RAG,实体消歧/指代消解,语义与知识层,entity disambiguation; coreference resolution,计算与AI > 知识图谱与RAG > 实体消歧/指代消解
TECH_AI_KG_010,ai,数字医疗与AI,知识图谱与RAG,向量检索/语义召回,语义与知识层,vector search; semantic retrieval,计算与AI > 知识图谱与RAG > 向量检索/语义召回
TECH_AI_KG_011,ai,数字医疗与AI,知识图谱与RAG,RAG检索增强生成,语义与知识层,retrieval-augmented generation; RAG,计算与AI > 知识图谱与RAG > RAG检索增强生成
TECH_AI_KG_012,ai,数字医疗与AI,知识图谱与RAG,重排序Rerank,语义与知识层,reranking; cross-encoder rerank,计算与AI > 知识图谱与RAG > 重排序Rerank
TECH_AI_CLIN_001,ai,数字医疗与AI,临床AI与医疗大模型,医学影像分割,应用智能层,medical image segmentation,计算与AI > 临床AI与医疗大模型 > 医学影像分割
TECH_AI_CLIN_002,ai,数字医疗与AI,临床AI与医疗大模型,医学影像检测/分类,应用智能层,medical image detection; classification,计算与AI > 临床AI与医疗大模型 > 医学影像检测/分类
TECH_AI_CLIN_003,ai,数字医疗与AI,临床AI与医疗大模型,数字病理WSI分析,应用智能层,whole slide imaging; WSI analysis,计算与AI > 临床AI与医疗大模型 > 数字病理WSI分析
TECH_AI_CLIN_004,ai,数字医疗与AI,临床AI与医疗大模型,放射组学建模,应用智能层,radiomics modeling,计算与AI > 临床AI与医疗大模型 > 放射组学建模
TECH_AI_CLIN_005,ai,数字医疗与AI,临床AI与医疗大模型,临床文本结构化,应用智能层,clinical NLP; structuring,计算与AI > 临床AI与医疗大模型 > 临床文本结构化
TECH_AI_CLIN_006,ai,数字医疗与AI,临床AI与医疗大模型,医学问答/助手,应用智能层,medical QA assistant,计算与AI > 临床AI与医疗大模型 > 医学问答/助手
TECH_AI_CLIN_007,ai,数字医疗与AI,临床AI与医疗大模型,病历摘要与随访生成,应用智能层,clinical summarization; follow-up generation,计算与AI > 临床AI与医疗大模型 > 病历摘要与随访生成
TECH_AI_CLIN_008,ai,数字医疗与AI,临床AI与医疗大模型,临床决策支持CDSS(LLM),应用智能层,LLM-based CDSS,计算与AI > 临床AI与医疗大模型 > 临床决策支持CDSS(LLM)
TECH_AI_CLIN_009,ai,数字医疗与AI,临床AI与医疗大模型,多模态医疗大模型,应用智能层,multimodal medical foundation model,计算与AI > 临床AI与医疗大模型 > 多模态医疗大模型
TECH_AI_CLIN_010,ai,数字医疗与AI,临床AI与医疗大模型,智能分诊与导诊,应用智能层,AI triage; navigation,计算与AI > 临床AI与医疗大模型 > 智能分诊与导诊
TECH_AI_CLIN_011,ai,数字医疗与AI,临床AI与医疗大模型,药事审方与用药安全,应用智能层,medication review; safety,计算与AI > 临床AI与医疗大模型 > 药事审方与用药安全
TECH_AI_CLIN_012,ai,数字医疗与AI,临床AI与医疗大模型,病程质控与编码辅助,应用智能层,clinical quality control; coding assist,计算与AI > 临床AI与医疗大模型 > 病程质控与编码辅助
TECH_AI_RWE_001,ai,数字医疗与AI,RWE/因果推断/HEOR,RWD数据清洗与队列构建,数据分析与推断层,cohort building; RWD curation,计算与AI > RWE/因果推断/HEOR > RWD数据清洗与队列构建
TECH_AI_RWE_002,ai,数字医疗与AI,RWE/因果推断/HEOR,表型算法(计算表型),数据分析与推断层,computational phenotyping,计算与AI > RWE/因果推断/HEOR > 表型算法(计算表型)
TECH_AI_RWE_003,ai,数字医疗与AI,RWE/因果推断/HEOR,倾向评分匹配/加权,数据分析与推断层,propensity score matching; weighting,计算与AI > RWE/因果推断/HEOR > 倾向评分匹配/加权
TECH_AI_RWE_004,ai,数字医疗与AI,RWE/因果推断/HEOR,差分中的差分DID,数据分析与推断层,difference-in-differences; DiD,计算与AI > RWE/因果推断/HEOR > 差分中的差分DID
TECH_AI_RWE_005,ai,数字医疗与AI,RWE/因果推断/HEOR,中断时间序列ITS,数据分析与推断层,interrupted time series; ITS,计算与AI > RWE/因果推断/HEOR > 中断时间序列ITS
TECH_AI_RWE_006,ai,数字医疗与AI,RWE/因果推断/HEOR,工具变量IV,数据分析与推断层,instrumental variables; IV,计算与AI > RWE/因果推断/HEOR > 工具变量IV
TECH_AI_RWE_007,ai,数字医疗与AI,RWE/因果推断/HEOR,目标试验模拟TTE,数据分析与推断层,target trial emulation,计算与AI > RWE/因果推断/HEOR > 目标试验模拟TTE
TECH_AI_RWE_008,ai,数字医疗与AI,RWE/因果推断/HEOR,生存分析/风险模型,数据分析与推断层,survival analysis; hazard model,计算与AI > RWE/因果推断/HEOR > 生存分析/风险模型
TECH_AI_RWE_009,ai,数字医疗与AI,RWE/因果推断/HEOR,疾病进展模型,数据分析与推断层,disease progression modeling,计算与AI > RWE/因果推断/HEOR > 疾病进展模型
TECH_AI_RWE_010,ai,数字医疗与AI,RWE/因果推断/HEOR,医疗经济学建模(成本-效果),数据分析与推断层,cost-effectiveness modeling,计算与AI > RWE/因果推断/HEOR > 医疗经济学建模(成本-效果)
TECH_AI_RWE_011,ai,数字医疗与AI,RWE/因果推断/HEOR,预算影响分析BIA,数据分析与推断层,budget impact analysis; BIA,计算与AI > RWE/因果推断/HEOR > 预算影响分析BIA
TECH_AI_RWE_012,ai,数字医疗与AI,RWE/因果推断/HEOR,信号检测/药物警戒,数据分析与推断层,pharmacovigilance; signal detection,计算与AI > RWE/因果推断/HEOR > 信号检测/药物警戒
TECH_AI_LAB_001,ai,数字医疗与AI,自动化实验与仿真,机器人实验平台,实验与仿真层,robotic lab automation,计算与AI > 自动化实验与仿真 > 机器人实验平台
TECH_AI_LAB_002,ai,数字医疗与AI,自动化实验与仿真,高通量筛选HTS数据分析,实验与仿真层,high-throughput screening; HTS analytics,计算与AI > 自动化实验与仿真 > 高通量筛选HTS数据分析
TECH_AI_LAB_003,ai,数字医疗与AI,自动化实验与仿真,自动化合成/反应优化,实验与仿真层,automated synthesis; reaction optimization,计算与AI > 自动化实验与仿真 > 自动化合成/反应优化
TECH_AI_LAB_004,ai,数字医疗与AI,自动化实验与仿真,实验设计DoE,实验与仿真层,design of experiments; DoE,计算与AI > 自动化实验与仿真 > 实验设计DoE
TECH_AI_LAB_005,ai,数字医疗与AI,自动化实验与仿真,数字孪生细胞/虚拟细胞,实验与仿真层,digital twin cell; virtual cell,计算与AI > 自动化实验与仿真 > 数字孪生细胞/虚拟细胞
TECH_AI_LAB_006,ai,数字医疗与AI,自动化实验与仿真,工艺数字孪生,实验与仿真层,process digital twin,计算与AI > 自动化实验与仿真 > 工艺数字孪生
TECH_AI_LAB_007,ai,数字医疗与AI,自动化实验与仿真,仿真与优化(蒙特卡洛),实验与仿真层,simulation; Monte Carlo optimization,计算与AI > 自动化实验与仿真 > 仿真与优化(蒙特卡洛)
TECH_SVC_CRO_PRE_001,service,医药研发服务,CRO-发现与前期研究,靶点发现与验证,研发服务与产业化层,target discovery; target validation,医药研发服务 > CRO-发现与前期研究 > 靶点发现与验证
TECH_SVC_CRO_PRE_002,service,医药研发服务,CRO-发现与前期研究,药物筛选(HTS),研发服务与产业化层,high-throughput screening; HTS,医药研发服务 > CRO-发现与前期研究 > 药物筛选(HTS)
TECH_SVC_CRO_PRE_003,service,医药研发服务,CRO-发现与前期研究,片段筛选FBDD,研发服务与产业化层,fragment-based drug discovery; FBDD,医药研发服务 > CRO-发现与前期研究 > 片段筛选FBDD
TECH_SVC_CRO_PRE_004,service,医药研发服务,CRO-发现与前期研究,虚拟筛选/计算化学外包,研发服务与产业化层,in silico screening; computational chemistry CRO,医药研发服务 > CRO-发现与前期研究 > 虚拟筛选/计算化学外包
TECH_SVC_CRO_PRE_005,service,医药研发服务,CRO-发现与前期研究,DEL(DNA编码化合物库)筛选,研发服务与产业化层,DNA-encoded library; DEL screening,医药研发服务 > CRO-发现与前期研究 > DEL(DNA编码化合物库)筛选
TECH_SVC_CRO_PRE_006,service,医药研发服务,CRO-发现与前期研究,Hit确认与Hit-to-Lead,研发服务与产业化层,hit confirmation; hit-to-lead,医药研发服务 > CRO-发现与前期研究 > Hit确认与Hit-to-Lead
TECH_SVC_CRO_PRE_007,service,医药研发服务,CRO-发现与前期研究,先导化合物优化,研发服务与产业化层,lead optimization,医药研发服务 > CRO-发现与前期研究 > 先导化合物优化
TECH_SVC_CRO_PRE_008,service,医药研发服务,CRO-发现与前期研究,结构生物学(晶体/冷冻电镜),研发服务与产业化层,structural biology; X-ray crystallography; cryo-EM,医药研发服务 > CRO-发现与前期研究 > 结构生物学(晶体/冷冻电镜)
TECH_SVC_CRO_PRE_009,service,医药研发服务,CRO-发现与前期研究,生物物理结合测定SPR/BLI,研发服务与产业化层,SPR; BLI; biophysics assays,医药研发服务 > CRO-发现与前期研究 > 生物物理结合测定SPR/BLI
TECH_SVC_CRO_PRE_010,service,医药研发服务,CRO-发现与前期研究,体外药效模型与机制研究,研发服务与产业化层,in vitro pharmacology; MoA studies,医药研发服务 > CRO-发现与前期研究 > 体外药效模型与机制研究
TECH_SVC_CRO_PRE_011,service,医药研发服务,CRO-发现与前期研究,体内药效/动物模型,研发服务与产业化层,in vivo pharmacology; animal models,医药研发服务 > CRO-发现与前期研究 > 体内药效/动物模型
TECH_SVC_CRO_PRE_012,service,医药研发服务,CRO-发现与前期研究,DMPK/ADME,研发服务与产业化层,drug metabolism and pharmacokinetics; ADME; DMPK,医药研发服务 > CRO-发现与前期研究 > DMPK/ADME
TECH_SVC_CRO_PRE_013,service,医药研发服务,CRO-发现与前期研究,安全性药理(早期),研发服务与产业化层,safety pharmacology (early),医药研发服务 > CRO-发现与前期研究 > 安全性药理(早期)
TECH_SVC_CRO_GLP_001,service,医药研发服务,CRO-临床前与GLP,GLP毒理(单次/重复给药),研发服务与产业化层,GLP tox; single/repeat dose toxicity,医药研发服务 > CRO-临床前与GLP > GLP毒理(单次/重复给药)
TECH_SVC_CRO_GLP_002,service,医药研发服务,CRO-临床前与GLP,遗传毒理(AMES/微核),研发服务与产业化层,genotoxicity; Ames; micronucleus test,医药研发服务 > CRO-临床前与GLP > 遗传毒理(AMES/微核)
TECH_SVC_CRO_GLP_003,service,医药研发服务,CRO-临床前与GLP,生殖毒理/发育毒理,研发服务与产业化层,reproductive and developmental tox; DART,医药研发服务 > CRO-临床前与GLP > 生殖毒理/发育毒理
TECH_SVC_CRO_GLP_004,service,医药研发服务,CRO-临床前与GLP,致癌性研究,研发服务与产业化层,carcinogenicity studies,医药研发服务 > CRO-临床前与GLP > 致癌性研究
TECH_SVC_CRO_GLP_005,service,医药研发服务,CRO-临床前与GLP,免疫毒理,研发服务与产业化层,immunotoxicology,医药研发服务 > CRO-临床前与GLP > 免疫毒理
TECH_SVC_CRO_GLP_006,service,医药研发服务,CRO-临床前与GLP,安全性药理(核心电生理),研发服务与产业化层,core safety pharmacology; hERG,医药研发服务 > CRO-临床前与GLP > 安全性药理(核心电生理)
TECH_SVC_CRO_GLP_007,service,医药研发服务,CRO-临床前与GLP,生物分析/PK/ADA,研发服务与产业化层,bioanalysis; pharmacokinetics; anti-drug antibody; ADA,医药研发服务 > CRO-临床前与GLP > 生物分析/PK/ADA
TECH_SVC_CRO_GLP_008,service,医药研发服务,CRO-临床前与GLP,病理评估(组织病理),研发服务与产业化层,histopathology,医药研发服务 > CRO-临床前与GLP > 病理评估(组织病理)
TECH_SVC_CRO_GLP_009,service,医药研发服务,CRO-临床前与GLP,转化医学标志物开发,研发服务与产业化层,translational biomarkers,医药研发服务 > CRO-临床前与GLP > 转化医学标志物开发
TECH_SVC_CRO_GLP_010,service,医药研发服务,CRO-临床前与GLP,IND资料支持(非临床部分),研发服务与产业化层,IND-enabling nonclinical package,医药研发服务 > CRO-临床前与GLP > IND资料支持(非临床部分)
TECH_SVC_CRO_CLIN_001,service,医药研发服务,CRO-临床试验与运营,一期临床(首次人体FIM),研发服务与产业化层,Phase I; first-in-human; FIM,医药研发服务 > CRO-临床试验与运营 > 一期临床(首次人体FIM)
TECH_SVC_CRO_CLIN_002,service,医药研发服务,CRO-临床试验与运营,二期临床,研发服务与产业化层,Phase II,医药研发服务 > CRO-临床试验与运营 > 二期临床
TECH_SVC_CRO_CLIN_003,service,医药研发服务,CRO-临床试验与运营,三期临床,研发服务与产业化层,Phase III,医药研发服务 > CRO-临床试验与运营 > 三期临床
TECH_SVC_CRO_CLIN_004,service,医药研发服务,CRO-临床试验与运营,四期/上市后研究,研发服务与产业化层,Phase IV; post-marketing studies,医药研发服务 > CRO-临床试验与运营 > 四期/上市后研究
TECH_SVC_CRO_CLIN_005,service,医药研发服务,CRO-临床试验与运营,研究者发起IIT支持,研发服务与产业化层,investigator-initiated trials; IIT support,医药研发服务 > CRO-临床试验与运营 > 研究者发起IIT支持
TECH_SVC_CRO_CLIN_006,service,医药研发服务,CRO-临床试验与运营,临床运营与项目管理,研发服务与产业化层,clinical operations; project management,医药研发服务 > CRO-临床试验与运营 > 临床运营与项目管理
TECH_SVC_CRO_CLIN_007,service,医药研发服务,CRO-临床试验与运营,中心/受试者招募,研发服务与产业化层,site and patient recruitment,医药研发服务 > CRO-临床试验与运营 > 中心/受试者招募
TECH_SVC_CRO_CLIN_008,service,医药研发服务,CRO-临床试验与运营,临床数据管理(DM),研发服务与产业化层,data management; DM,医药研发服务 > CRO-临床试验与运营 > 临床数据管理(DM)
TECH_SVC_CRO_CLIN_009,service,医药研发服务,CRO-临床试验与运营,统计分析与编程(SAS/R),研发服务与产业化层,biostatistics; statistical programming,医药研发服务 > CRO-临床试验与运营 > 统计分析与编程(SAS/R)
TECH_SVC_CRO_CLIN_010,service,医药研发服务,CRO-临床试验与运营,医学写作(方案/CSR),研发服务与产业化层,medical writing; protocol; CSR,医药研发服务 > CRO-临床试验与运营 > 医学写作(方案/CSR)
TECH_SVC_CRO_CLIN_011,service,医药研发服务,CRO-临床试验与运营,临床监察CRA,研发服务与产业化层,clinical research associate; CRA monitoring,医药研发服务 > CRO-临床试验与运营 > 临床监察CRA
TECH_SVC_CRO_CLIN_012,service,医药研发服务,CRO-临床试验与运营,药物警戒PV(临床阶段),研发服务与产业化层,pharmacovigilance; PV,医药研发服务 > CRO-临床试验与运营 > 药物警戒PV(临床阶段)
TECH_SVC_CRO_CLIN_013,service,医药研发服务,CRO-临床试验与运营,质量管理与稽查QA,研发服务与产业化层,quality assurance; audit,医药研发服务 > CRO-临床试验与运营 > 质量管理与稽查QA
TECH_SVC_CRO_CLIN_014,service,医药研发服务,CRO-临床试验与运营,去中心化临床试验DCT服务,研发服务与产业化层,decentralized clinical trial services; DCT,医药研发服务 > CRO-临床试验与运营 > 去中心化临床试验DCT服务
TECH_SVC_CRO_CLIN_015,service,医药研发服务,CRO-临床试验与运营,eCOA/ePRO/eConsent平台服务,研发服务与产业化层,eCOA; ePRO; eConsent services,医药研发服务 > CRO-临床试验与运营 > eCOA/ePRO/eConsent平台服务
TECH_SVC_CRO_CLIN_016,service,医药研发服务,CRO-临床试验与运营,中央实验室/影像阅片,研发服务与产业化层,central lab; imaging core lab,医药研发服务 > CRO-临床试验与运营 > 中央实验室/影像阅片
TECH_SVC_REG_001,service,医药研发服务,CRO-注册法规与申报,注册策略与法规咨询,研发服务与产业化层,regulatory strategy; regulatory affairs,医药研发服务 > CRO-注册法规与申报 > 注册策略与法规咨询
TECH_SVC_REG_002,service,医药研发服务,CRO-注册法规与申报,IND申报支持,研发服务与产业化层,IND submission support,医药研发服务 > CRO-注册法规与申报 > IND申报支持
TECH_SVC_REG_003,service,医药研发服务,CRO-注册法规与申报,NDA/BLA申报支持,研发服务与产业化层,NDA; BLA submission support,医药研发服务 > CRO-注册法规与申报 > NDA/BLA申报支持
TECH_SVC_REG_004,service,医药研发服务,CRO-注册法规与申报,CTD/eCTD编制,研发服务与产业化层,CTD; eCTD publishing,医药研发服务 > CRO-注册法规与申报 > CTD/eCTD编制
TECH_SVC_REG_005,service,医药研发服务,CRO-注册法规与申报,沟通会/Pre-IND支持,研发服务与产业化层,agency meeting support; pre-IND,医药研发服务 > CRO-注册法规与申报 > 沟通会/Pre-IND支持
TECH_SVC_REG_006,service,医药研发服务,CRO-注册法规与申报,上市后变更与再注册,研发服务与产业化层,post-approval change management,医药研发服务 > CRO-注册法规与申报 > 上市后变更与再注册
TECH_SVC_REG_007,service,医药研发服务,CRO-注册法规与申报,真实世界证据RWE申报支持,研发服务与产业化层,RWE regulatory support,医药研发服务 > CRO-注册法规与申报 > 真实世界证据RWE申报支持
TECH_SVC_CDMO_SM_001,service,医药研发服务,CDMO-小分子与化学工艺,工艺开发(路线筛选),研发服务与产业化层,process development; route scouting,医药研发服务 > CDMO-小分子与化学工艺 > 工艺开发(路线筛选)
TECH_SVC_CDMO_SM_002,service,医药研发服务,CDMO-小分子与化学工艺,工艺优化与放大,研发服务与产业化层,process optimization; scale-up,医药研发服务 > CDMO-小分子与化学工艺 > 工艺优化与放大
TECH_SVC_CDMO_SM_003,service,医药研发服务,CDMO-小分子与化学工艺,原料药API生产,研发服务与产业化层,API manufacturing,医药研发服务 > CDMO-小分子与化学工艺 > 原料药API生产
TECH_SVC_CDMO_SM_004,service,医药研发服务,CDMO-小分子与化学工艺,制剂开发(口服固体),研发服务与产业化层,formulation development; oral solid,医药研发服务 > CDMO-小分子与化学工艺 > 制剂开发(口服固体)
TECH_SVC_CDMO_SM_005,service,医药研发服务,CDMO-小分子与化学工艺,制剂开发(注射/无菌),研发服务与产业化层,sterile formulation development; injectables,医药研发服务 > CDMO-小分子与化学工艺 > 制剂开发(注射/无菌)
TECH_SVC_CDMO_SM_006,service,医药研发服务,CDMO-小分子与化学工艺,连续化生产,研发服务与产业化层,continuous manufacturing,医药研发服务 > CDMO-小分子与化学工艺 > 连续化生产
TECH_SVC_CDMO_SM_007,service,医药研发服务,CDMO-小分子与化学工艺,杂质研究与控制,研发服务与产业化层,impurity profiling and control,医药研发服务 > CDMO-小分子与化学工艺 > 杂质研究与控制
TECH_SVC_CDMO_SM_008,service,医药研发服务,CDMO-小分子与化学工艺,晶型/盐型筛选,研发服务与产业化层,polymorph screening; salt screening,医药研发服务 > CDMO-小分子与化学工艺 > 晶型/盐型筛选
TECH_SVC_CDMO_SM_009,service,医药研发服务,CDMO-小分子与化学工艺,分析方法开发与验证,研发服务与产业化层,analytical method development and validation,医药研发服务 > CDMO-小分子与化学工艺 > 分析方法开发与验证
TECH_SVC_CDMO_SM_010,service,医药研发服务,CDMO-小分子与化学工艺,稳定性研究,研发服务与产业化层,stability studies,医药研发服务 > CDMO-小分子与化学工艺 > 稳定性研究
